dh_co_111	dh_o_111	dh_co_100	dh_o_100	dh_co_110	dh_o_110	dh_co_211	dh_o_211
-0.01	7.45	-8.04	-7.1	-2.61	-8.13	-4.6	4.37
9.99	-2.55	1.96	2.9	7.39	1.87	5.4	-5.63
9.99	3.73	-1.98	1.93	3.47	-1.58	-3.11	-8.44
-0.01	-6.27	8.02	-8.07	-6.53	8.42	6.89	1.56
-5.01	8.73	3.02	6.93	-1.53	-6.58	1.89	-3.44
4.99	-1.27	-6.98	-3.07	8.47	3.42	-8.11	6.56
2.49	6.23	5.52	4.43	-4.03	0.92	-0.61	4.06
-7.51	-3.77	-4.48	-5.57	5.97	-9.08	9.39	-5.94
-2.51	1.23	-9.48	9.43	0.97	5.92	4.39	9.06
7.49	-8.77	0.52	-0.57	-9.03	-4.08	-5.61	-0.94
6.24	9.98	-5.73	-6.82	-5.28	-2.83	-4.36	7.81
-3.76	-0.02	4.27	3.18	4.72	7.17	5.64	-2.19
-8.76	4.98	9.27	-1.82	9.72	-7.83	0.64	2.81
1.24	-5.02	-0.73	8.18	-0.28	2.17	-9.36	-7.19
3.74	2.48	1.77	-9.32	7.22	4.67	-1.86	-4.69
-6.26	-7.52	-8.23	0.68	-2.78	-5.33	8.14	5.31
-1.26	7.48	-3.23	-4.32	-7.78	9.67	3.14	-9.69
8.74	-2.52	6.77	5.68	2.22	-0.33	-6.86	0.31
8.11	6.85	4.9	8.8	7.85	-5.95	6.26	5.93
-1.89	-3.15	-5.1	-1.2	-2.15	4.05	-3.74	-4.07
-6.89	1.85	-0.1	3.8	-7.15	-0.95	-8.74	0.93
3.11	-8.15	9.9	-6.2	2.85	9.05	1.26	-9.07
0.61	4.35	-7.6	6.3	-9.65	6.55	8.76	-1.57
-9.39	-5.65	2.4	-3.7	0.35	-3.45	-1.24	8.43
-4.39	9.35	7.4	1.3	5.35	1.55	-6.24	-6.57
5.61	-0.65	-2.6	-8.7	-4.65	-8.45	3.76	3.43
6.86	0.6	8.65	-4.95	-0.9	-9.7	5.01	-5.32
-3.14	-9.4	-1.35	5.05	9.1	0.3	-4.99	4.68
-8.14	5.6	-6.35	-9.95	4.1	-4.7	-9.99	-0.32
1.86	-4.4	3.65	0.05	-5.9	5.3	0.01	9.68
4.36	8.1	-3.85	-2.45	1.6	7.8	7.51	2.18
-5.64	-1.9	6.15	7.55	-8.4	-2.2	-2.49	-7.82
-0.64	3.1	1.15	-7.45	-3.4	2.8	-7.49	7.18
9.36	-6.9	-8.85	2.55	6.6	-7.2	2.51	-2.82
9.05	8.41	9.58	-9.01	-8.09	6.24	-7.8	5.0
-0.95	-1.59	-0.42	0.99	1.91	-3.76	2.2	-5.0
-5.95	3.41	-5.42	-4.01	6.91	1.24	7.2	10.0
4.05	-6.59	4.58	5.99	-3.09	-8.76	-2.8	-0.0
1.55	0.91	-2.92	-6.51	9.41	-6.26	-5.3	-7.5
-8.45	-9.09	7.08	3.49	-0.59	3.74	4.7	2.5
-3.45	5.91	2.08	-1.51	-5.59	-1.26	9.7	-2.5
6.55	-4.09	-7.92	8.49	4.41	8.74	-0.3	7.5
5.3	4.66	3.33	4.74	0.66	9.99	-9.05	-3.75
-4.7	-5.34	-6.67	-5.26	-9.34	-0.01	0.95	6.25
-9.7	9.66	-1.67	9.74	-4.34	4.99	5.95	-8.75
0.3	-0.34	8.33	-0.26	5.66	-5.01	-4.05	1.25
2.8	7.16	-9.17	2.24	-1.84	-7.51	-6.55	8.75
-7.2	-2.84	0.83	-7.76	8.16	2.49	3.45	-1.25
-2.2	2.16	5.83	7.24	3.16	-2.51	8.45	3.75
7.8	-7.84	-4.17	-2.76	-6.84	7.49	-1.55	-6.25
8.42	1.54	-7.29	-2.13	-3.72	1.86	1.58	-1.88
-1.58	-8.46	2.71	7.87	6.28	-8.14	-8.42	8.12
-6.58	6.54	7.71	-7.13	1.28	6.86	-3.42	-6.88
3.42	-3.46	-2.29	2.87	-8.72	-3.14	6.58	3.12
0.92	9.04	0.21	-4.63	3.78	-0.64	4.08	5.62
-9.08	-0.96	-9.79	5.37	-6.22	9.36	-5.92	-4.38
-4.08	4.04	-4.79	-9.63	-1.22	-5.64	-0.92	0.62
5.92	-5.96	5.21	0.37	8.78	4.36	9.08	-9.38
7.17	5.29	-1.04	6.62	5.03	3.11	0.33	1.87
-2.83	-4.71	8.96	-3.38	-4.97	-6.89	-9.67	-8.13
-7.83	0.29	3.96	1.62	-9.97	8.11	-4.67	6.87
2.17	-9.71	-6.04	-8.38	0.03	-1.89	5.33	-3.13
4.67	2.79	6.46	9.12	-7.47	-4.39	2.83	-5.63
-5.33	-7.21	-3.54	-0.88	2.53	5.61	-7.17	4.37
-0.33	7.79	-8.54	4.12	7.53	-9.39	-2.17	-0.63
9.67	-2.21	1.46	-5.88	-2.47	0.61	7.83	9.37
9.52	5.76	-8.38	-3.23	2.07	4.2	-5.14	2.65
-0.48	-4.24	1.62	6.77	-7.93	-5.8	4.86	-7.35
-5.48	0.76	6.62	-8.23	-2.93	9.2	9.86	7.65
4.52	-9.24	-3.38	1.77	7.07	-0.8	-0.14	-2.35
2.02	3.26	4.12	-0.73	-0.43	-3.3	-7.64	-9.85
-7.98	-6.74	-5.88	9.27	9.57	6.7	2.36	0.15
-2.98	8.26	-0.88	-5.73	4.57	-8.3	7.36	-4.85
7.02	-1.74	9.12	4.27	-5.43	1.7	-2.64	5.15
5.77	2.01	-4.63	8.02	-9.18	0.45	-6.39	-3.6
-4.23	-7.99	5.37	-1.98	0.82	-9.55	3.61	6.4
-9.23	7.01	0.37	3.02	5.82	5.45	8.61	-8.6
0.77	-2.99	-9.63	-6.98	-4.18	-4.55	-1.39	1.4
3.27	9.51	7.87	5.52	8.32	-2.05	-8.89	8.9
-6.73	-0.49	-2.13	-4.48	-1.68	7.95	1.11	-1.1
-1.73	4.51	-7.13	0.52	-6.68	-7.05	6.11	3.9
8.27	-5.49	2.87	-9.48	3.32	2.95	-3.89	-6.1
7.64	3.88	5.99	-5.1	6.44	8.58	4.23	-0.47
-2.36	-6.12	-4.01	4.9	-3.56	-1.42	-5.77	9.53
-7.36	8.88	-9.01	-0.1	-8.56	3.58	-0.77	-5.47
2.64	-1.12	0.99	9.9	1.44	-6.42	9.23	4.53
0.14	6.38	-1.51	-7.6	-6.06	-8.92	1.73	7.03
-9.86	-3.62	8.49	2.4	3.94	1.08	-8.27	-2.97
-4.86	1.38	3.49	-2.6	8.94	-3.92	-3.27	2.03
5.14	-8.62	-6.51	7.4	-1.06	6.08	6.73	-7.97
6.39	7.63	2.24	1.15	-4.81	7.33	2.98	0.78
-3.61	-2.37	-7.76	-8.85	5.19	-2.67	-7.02	-9.22
-8.61	2.63	-2.76	6.15	0.19	2.33	-2.02	5.78
1.39	-7.37	7.24	-3.85	-9.81	-7.67	7.98	-4.22
3.89	0.13	-5.26	3.65	2.69	-5.17	0.48	-6.72
-6.11	-9.87	4.74	-6.35	-7.31	4.83	-9.52	3.28
-1.11	5.13	9.74	8.65	-2.31	-0.17	-4.52	-1.72
8.89	-4.87	-0.26	-1.35	7.69	9.83	5.48	8.28
9.2	1.07	0.68	5.21	-6.37	-8.61	-0.45	-8.91
-0.8	-8.93	-9.32	-4.79	3.63	1.39	9.55	1.09
-5.8	6.07	-4.32	0.21	8.63	-3.61	4.55	-3.91
4.2	-3.93	5.68	-9.79	-1.37	6.39	-5.45	6.09
1.7	8.57	-6.82	7.71	6.13	8.89	-2.95	3.59
-8.3	-1.43	3.18	-2.29	-3.87	-1.11	7.05	-6.41
-3.3	3.57	8.18	2.71	-8.87	3.89	2.05	8.59
6.7	-6.43	-1.82	-7.29	1.13	-6.11	-7.95	-1.41
5.45	7.32	6.93	-1.04	4.88	-7.36	-1.7	9.84
-4.55	-2.68	-3.07	8.96	-5.12	2.64	8.3	-0.16
-9.55	2.32	-8.07	-6.04	-0.12	-2.36	3.3	4.84
0.45	-7.68	1.93	3.96	9.88	7.64	-6.7	-5.16
2.95	4.82	-0.57	-3.54	-2.62	5.14	-4.2	-2.66
-7.05	-5.18	9.43	6.46	7.38	-4.86	5.8	7.34
-2.05	9.82	4.43	-8.54	2.38	0.14	0.8	-7.66
7.95	-0.18	-5.57	1.46	-7.62	-9.86	-9.2	2.34
8.58	9.19	-3.7	3.33	-2.0	-4.23	8.92	6.71
-1.42	-0.81	6.3	-6.67	8.0	5.77	-1.08	-3.29
-6.42	4.19	1.3	8.33	3.0	-9.23	-6.08	1.71
3.58	-5.81	-8.7	-1.67	-7.0	0.77	3.92	-8.29
1.08	1.69	8.8	0.83	0.5	3.27	6.42	-0.79
-8.92	-8.31	-1.2	-9.17	-9.5	-6.73	-3.58	9.21
-3.92	6.69	-6.2	5.83	-4.5	8.27	-8.58	-5.79
6.08	-3.31	3.8	-4.17	5.5	-1.73	1.42	4.21
7.33	2.94	-9.95	-7.92	9.25	-0.48	7.67	-7.04
-2.67	-7.06	0.05	2.08	-0.75	9.52	-2.33	2.96
-7.67	7.94	5.05	-2.92	-5.75	-5.48	-7.33	-2.04
2.33	-2.06	-4.95	7.08	4.25	4.52	2.67	7.96
4.83	5.44	2.55	-5.42	-8.25	2.02	5.17	0.46
-5.17	-4.56	-7.45	4.58	1.75	-7.98	-4.83	-9.54
-0.17	0.44	-2.45	-0.42	6.75	7.02	-9.83	5.46
9.83	-9.56	7.55	9.58	-3.25	-2.98	0.17	-4.54
9.75	9.58	3.73	-1.74	7.14	-9.94	-6.31	-1.33
-0.25	-0.42	-6.27	8.26	-2.86	0.06	3.69	8.67
-5.25	4.58	-1.27	-6.74	-7.86	-4.94	8.69	-6.33
4.75	-5.42	8.73	3.26	2.14	5.06	-1.31	3.67
2.25	2.08	-8.77	-4.24	-5.36	7.56	-8.81	6.17
-7.75	-7.92	1.23	5.76	4.64	-2.44	1.19	-3.83
-2.75	7.08	6.23	-9.24	9.64	2.56	6.19	1.17
7.25	-2.92	-3.77	0.76	-0.36	-7.44	-3.81	-8.83
6.0	3.33	9.98	7.01	-4.11	-6.19	-5.06	2.42
-4.0	-6.67	-0.02	-2.99	5.89	3.81	4.94	-7.58
-9.0	8.33	-5.02	2.01	0.89	-1.19	9.94	7.42
1.0	-1.67	4.98	-7.99	-9.11	8.81	-0.06	-2.58
3.5	5.83	-2.52	9.51	3.39	6.31	-7.56	-5.08
-6.5	-4.17	7.48	-0.49	-6.61	-3.69	2.44	4.92
-1.5	0.83	2.48	4.51	-1.61	1.31	7.44	-0.08
8.5	-9.17	-7.52	-5.49	8.39	-8.69	-2.56	9.92
7.88	0.21	-0.65	-9.87	1.52	-3.06	3.06	4.29
-2.12	-9.79	9.35	0.13	-8.48	6.94	-6.94	-5.71
-7.12	5.21	4.35	-4.87	-3.48	-8.06	-1.94	9.29
2.88	-4.79	-5.65	5.13	6.52	1.94	8.06	-0.71
0.38	7.71	6.85	-7.37	-0.98	4.44	0.56	-8.21
-9.62	-2.29	-3.15	2.63	9.02	-5.56	-9.44	1.79
-4.62	2.71	-8.15	-2.37	4.02	9.44	-4.44	-3.21
5.38	-7.29	1.85	7.63	-5.98	-0.56	5.56	6.79
6.63	6.46	-6.9	3.88	-9.73	-1.81	4.31	-4.46
-3.37	-3.54	3.1	-6.12	0.27	8.19	-5.69	5.54
-8.37	1.46	8.1	8.88	5.27	-6.81	-0.69	-9.46
1.63	-8.54	-1.9	-1.12	-4.73	3.19	9.31	0.54
4.13	3.96	0.6	1.38	7.77	0.69	1.81	8.04
-5.87	-6.04	-9.4	-8.62	-2.23	-9.31	-8.19	-1.96
-0.87	8.96	-4.4	6.38	-7.23	5.69	-3.19	3.04
9.13	-1.04	5.6	-3.62	2.77	-4.31	6.81	-6.96
8.81	4.9	-5.96	9.82	-1.29	2.88	-1.63	5.23
-1.19	-5.1	4.04	-0.18	8.71	-7.12	8.37	-4.77
-6.19	9.9	9.04	4.82	3.71	7.88	3.37	0.23
3.81	-0.1	-0.96	-5.18	-6.29	-2.12	-6.63	-9.77
1.31	7.4	1.54	7.32	1.21	-4.62	-4.13	-2.27
-8.69	-2.6	-8.46	-2.68	-8.79	5.38	5.87	7.73
-3.69	2.4	-3.46	2.32	-3.79	-9.62	0.87	-7.27
6.31	-7.6	6.54	-7.68	6.21	0.38	-9.13	2.73
5.06	8.65	-2.21	-3.93	9.96	1.63	-0.38	-6.02
-4.94	-1.35	7.79	6.07	-0.04	-8.37	9.62	3.98
-9.94	3.65	2.79	-8.93	-5.04	6.63	4.62	-1.02
0.06	-6.35	-7.21	1.07	4.96	-3.37	-5.38	8.98
2.56	1.15	5.29	-1.43	-7.54	-0.87	-2.88	1.48
-7.44	-8.85	-4.71	8.57	2.46	9.13	7.12	-8.52
-2.44	6.15	-9.71	-6.43	7.46	-5.87	2.12	6.48
7.56	-3.85	0.29	3.57	-2.54	4.13	-7.88	-3.52
8.19	5.52	8.41	1.69	-6.92	9.75	7.75	-7.9
-1.81	-4.48	-1.59	-8.31	3.08	-0.25	-2.25	2.1
-6.81	0.52	-6.59	6.69	8.08	4.75	-7.25	-2.9
3.19	-9.48	3.41	-3.31	-1.92	-5.25	2.75	7.1
0.69	3.02	-4.09	4.19	5.58	-7.75	5.25	4.6
-9.31	-6.98	5.91	-5.81	-4.42	2.25	-4.75	-5.4
-4.31	8.02	0.91	9.19	-9.42	-2.75	-9.75	9.6
5.69	-1.98	-9.09	-0.81	0.58	7.25	0.25	-0.4
6.94	1.77	4.66	-7.06	4.33	6.0	9.0	8.35
-3.06	-8.23	-5.34	2.94	-5.67	-4.0	-1.0	-1.65
-8.06	6.77	-0.34	-2.06	-0.67	1.0	-6.0	3.35
1.94	-3.23	9.66	7.94	9.33	-9.0	4.0	-6.65
4.44	9.27	-7.84	-9.56	-3.17	-6.5	6.5	-4.15
-5.56	-0.73	2.16	0.44	6.83	3.5	-3.5	5.85
-0.56	4.27	7.16	-4.56	1.83	-1.5	-8.5	-9.15
9.44	-5.73	-2.84	5.44	-8.17	8.5	1.5	0.85
9.59	2.24	7.32	3.1	8.55	7.41	-4.28	7.26
-0.41	-7.76	-2.68	-6.9	-1.45	-2.59	5.72	-2.74
-5.41	7.24	-7.68	8.1	-6.45	2.41	0.72	2.26
4.59	-2.76	2.32	-1.9	3.55	-7.59	-9.28	-7.74
2.09	9.74	-0.18	0.6	-8.95	-5.09	-1.78	-0.24
-7.91	-0.26	9.82	-9.4	1.05	4.91	8.22	9.76
-2.91	4.74	4.82	5.6	6.05	-0.09	3.22	-5.24
7.09	-5.26	-5.18	-4.4	-3.95	9.91	-6.78	4.76
5.84	5.99	1.07	-8.15	-0.2	8.66	-3.03	-6.49
-4.16	-4.01	-8.93	1.85	9.8	-1.34	6.97	3.51
-9.16	0.99	-3.93	-3.15	4.8	3.66	1.97	-1.49
0.84	-9.01	6.07	6.85	-5.2	-6.34	-8.03	8.51
3.34	3.49	-6.43	-5.65	2.3	-8.84	-0.53	1.01
-6.66	-6.51	3.57	4.35	-7.7	1.16	9.47	-8.99
-1.66	8.49	8.57	-0.65	-2.7	-3.84	4.47	6.01
8.34	-1.51	-1.43	9.35	7.3	6.16	-5.53	-3.99
7.72	7.87	-9.56	6.23	2.92	0.53	5.09	-9.61
-2.28	-2.13	0.44	-3.77	-7.08	-9.47	-4.91	0.39
-7.28	2.87	5.44	1.23	-2.08	5.53	-9.91	-4.61
2.72	-7.13	-4.56	-8.77	7.92	-4.47	0.09	5.39
0.22	0.37	2.94	8.73	-4.58	-1.97	7.59	2.89
-9.78	-9.63	-7.06	-1.27	5.42	8.03	-2.41	-7.11
-4.78	5.37	-2.06	3.73	0.42	-6.97	-7.41	7.89
5.22	-4.63	7.94	-6.27	-9.58	3.03	2.59	-2.11
6.47	4.12	-3.31	-0.02	-5.83	4.28	6.34	9.14
-3.53	-5.88	6.69	9.98	4.17	-5.72	-3.66	-0.86
-8.53	9.12	1.69	-5.02	9.17	9.28	-8.66	4.14
1.47	-0.88	-8.31	4.98	-0.83	-0.72	1.34	-5.86
3.97	6.62	9.19	-2.52	6.67	-3.22	8.84	-3.36
-6.03	-3.38	-0.81	7.48	-3.33	6.78	-1.16	6.64
-1.03	1.62	-5.81	-7.52	-8.33	-8.22	-6.16	-8.36
8.97	-8.38	4.19	2.48	1.67	1.78	3.84	1.64
9.28	6.93	-4.87	-5.96	-3.01	-0.41	-8.97	-1.18
-0.72	-3.07	5.13	4.04	6.99	9.59	1.03	8.82
-5.72	1.93	0.13	-0.96	1.99	-5.41	6.03	-6.18
4.28	-8.07	-9.87	9.04	-8.01	4.59	-3.97	3.82
1.78	4.43	7.63	-8.46	4.49	2.09	-6.47	6.32
-8.22	-5.57	-2.37	1.54	-5.51	-7.91	3.53	-3.68
-3.22	9.43	-7.37	-3.46	-0.51	7.09	8.53	1.32
6.78	-0.57	2.63	6.54	9.49	-2.91	-1.47	-8.68
5.53	0.68	-8.62	0.29	5.74	-4.16	-7.72	0.07
-4.47	-9.32	1.38	-9.71	-4.26	5.84	2.28	-9.93
-9.47	5.68	6.38	5.29	-9.26	-9.16	7.28	5.07
0.53	-4.32	-3.62	-4.71	0.74	0.84	-2.72	-4.93
3.03	8.18	3.88	2.79	-6.76	3.34	-5.22	-7.43
-6.97	-1.82	-6.12	-7.21	3.24	-6.66	4.78	2.57
-1.97	3.18	-1.12	7.79	8.24	8.34	9.78	-2.43
8.03	-6.82	8.88	-2.21	-1.76	-1.66	-0.22	7.57
8.66	2.55	2.01	-2.84	-8.64	-7.28	0.41	3.2
-1.34	-7.45	-7.99	7.16	1.36	2.72	-9.59	-6.8
-6.34	7.55	-2.99	-7.84	6.36	-2.28	-4.59	8.2
3.66	-2.45	7.01	2.16	-3.64	7.72	5.41	-1.8
1.16	5.05	-5.49	-0.34	8.86	5.22	2.91	-9.3
-8.84	-4.95	4.51	9.66	-1.14	-4.78	-7.09	0.7
-3.84	0.05	9.51	-5.34	-6.14	0.22	-2.09	-4.3
6.16	-9.95	-0.49	4.66	3.86	-9.78	7.91	5.7
7.41	8.8	5.76	8.41	0.11	-8.53	1.66	-3.05
-2.59	-1.2	-4.24	-1.59	-9.89	1.47	-8.34	6.95
-7.59	3.8	-9.24	3.41	-4.89	-3.53	-3.34	-8.05
2.41	-6.2	0.76	-6.59	5.11	6.47	6.66	1.95
4.91	1.3	-1.74	5.91	-2.39	8.97	4.16	9.45
-5.09	-8.7	8.26	-4.09	7.61	-1.03	-5.84	-0.55
-0.09	6.3	3.26	0.91	2.61	3.97	-0.84	4.45
9.91	-3.7	-6.74	-9.09	-7.39	-6.03	9.16	-5.55
9.87	6.26	5.09	6.26	-0.47	1.43	3.73	-4.34
-0.13	-3.74	-4.91	-3.74	9.53	-8.57	-6.27	5.66
-5.13	1.26	-9.91	1.26	4.53	6.43	-1.27	-9.34
4.87	-8.74	0.09	-8.74	-5.47	-3.57	8.73	0.66
2.37	3.76	-2.41	8.76	2.03	-1.07	1.23	8.16
-7.63	-6.24	7.59	-1.24	-7.97	8.93	-8.77	-1.84
-2.63	8.76	2.59	3.76	-2.97	-6.07	-3.77	3.16
7.37	-1.24	-7.41	-6.24	7.03	3.93	6.23	-6.84
6.12	0.01	1.34	-2.49	8.28	2.68	4.98	4.41
-3.88	-9.99	-8.66	7.51	-1.72	-7.32	-5.02	-5.59
-8.88	5.01	-3.66	-7.49	-6.72	7.68	-0.02	9.41
1.12	-4.99	6.34	2.51	3.28	-2.32	9.98	-0.59
3.62	7.51	-6.16	-4.99	-9.22	-4.82	2.48	-8.09
-6.38	-2.49	3.84	5.01	0.78	5.18	-7.52	1.91
-1.38	2.51	8.84	-9.99	5.78	-9.82	-2.52	-3.09
8.62	-7.49	-1.16	0.01	-4.22	0.18	7.48	6.91
7.99	3.14	-8.03	4.39	-6.1	5.81	-6.9	1.28
-2.01	-6.86	1.97	-5.61	3.9	-4.19	3.1	-8.72
-7.01	8.14	6.97	9.39	8.9	0.81	8.1	6.28
2.99	-1.86	-3.03	-0.61	-1.1	-9.19	-1.9	-3.72
0.49	5.64	4.47	1.89	6.4	-6.69	-9.4	-6.22
-9.51	-4.36	-5.53	-8.11	-3.6	3.31	0.6	3.78
-4.51	0.64	-0.53	6.89	-8.6	-1.69	5.6	-1.22
5.49	-9.36	9.47	-3.11	1.4	8.31	-4.4	8.78
6.74	9.39	-4.28	-9.36	2.65	9.56	-5.65	-2.47
-3.26	-0.61	5.72	0.64	-7.35	-0.44	4.35	7.53
-8.26	4.39	0.72	-4.36	-2.35	4.56	9.35	-7.47
1.74	-5.61	-9.28	5.64	7.65	-5.44	-0.65	2.53
4.24	1.89	8.22	-6.86	-4.85	-7.94	-8.15	5.03
-5.76	-8.11	-1.78	3.14	5.15	2.06	1.85	-4.97
-0.76	6.89	-6.78	-1.86	0.15	-2.94	6.85	0.03
9.24	-3.11	3.22	8.14	-9.85	7.06	-3.15	-9.97
8.93	1.58	-2.72	-4.67	6.09	-5.76	8.41	7.85
-1.07	-8.42	7.28	5.33	-3.91	4.24	-1.59	-2.15
-6.07	6.58	2.28	-9.67	-8.91	-0.76	-6.59	2.85
3.93	-3.42	-7.72	0.33	1.09	9.24	3.41	-7.15
1.43	9.08	9.78	-2.17	-6.41	6.74	5.91	-4.65
-8.57	-0.92	-0.22	7.83	3.59	-3.26	-4.09	5.35
-3.57	4.08	-5.22	-7.17	8.59	1.74	-9.09	-9.65
6.43	-5.92	4.78	2.83	-1.41	-8.26	0.91	0.35
5.18	5.33	-8.97	9.08	-2.66	-9.51	9.66	-8.4
-4.82	-4.67	1.03	-0.92	7.34	0.49	-0.34	1.6
-9.82	0.33	6.03	4.08	2.34	-4.51	-5.34	-3.4
0.18	-9.67	-3.97	-5.92	-7.66	5.49	4.66	6.6
2.68	2.83	3.53	6.58	4.84	7.99	7.16	4.1
-7.32	-7.17	-6.47	-3.42	-5.16	-2.01	-2.84	-5.9
-2.32	7.83	-1.47	1.58	-0.16	2.99	-7.84	9.1
7.68	-2.17	8.53	-8.42	9.84	-7.01	2.16	-0.9
8.31	8.45	0.41	-6.55	0.46	-1.38	-2.21	-5.28
-1.69	-1.55	-9.59	3.45	-9.54	8.62	7.79	4.72
-6.69	3.45	-4.59	-1.55	-4.54	-6.38	2.79	-0.28
3.31	-6.55	5.41	8.45	5.46	3.62	-7.21	9.72
0.81	0.95	-7.09	-9.05	-2.04	1.12	-4.71	2.22
-9.19	-9.05	2.91	0.95	7.96	-8.88	5.29	-7.78
-4.19	5.95	7.91	-4.05	2.96	6.12	0.29	7.22
5.81	-4.05	-2.09	5.95	-7.04	-3.88	-9.71	-2.78
7.06	4.7	6.66	2.2	-8.29	-2.63	-0.96	5.97
-2.94	-5.3	-3.34	-7.8	1.71	7.37	9.04	-4.03
-7.94	9.7	-8.34	7.2	6.71	-7.63	4.04	0.97
2.06	-0.3	1.66	-2.8	-3.29	2.37	-5.96	-9.03
4.56	7.2	-0.84	4.7	9.21	4.87	-3.46	-1.53
-5.44	-2.8	9.16	-5.3	-0.79	-5.13	6.54	8.47
-0.44	2.2	4.16	9.7	-5.79	9.87	1.54	-6.53
9.56	-7.8	-5.84	-0.3	4.21	-0.13	-8.46	3.47
9.4	4.23	4.0	-7.64	-3.75	-4.04	5.76	9.57
-0.6	-5.77	-6.0	2.36	6.25	5.96	-4.24	-0.43
-5.6	9.23	-1.0	-2.64	1.25	-9.04	-9.24	4.57
4.4	-0.77	9.0	7.36	-8.75	0.96	0.76	-5.43
1.9	6.73	-8.5	-5.14	3.75	3.46	8.26	-2.93
-8.1	-3.27	1.5	4.86	-6.25	-6.54	-1.74	7.07
-3.1	1.73	6.5	-0.14	-1.25	8.46	-6.74	-7.93
6.9	-8.27	-3.5	9.86	8.75	-1.54	3.26	2.07
5.65	7.98	7.75	3.61	7.5	-0.29	7.01	-9.18
-4.35	-2.02	-2.25	-6.39	-2.5	9.71	-2.99	0.82
-9.35	2.98	-7.25	8.61	-7.5	-5.29	-7.99	-4.18
0.65	-7.02	2.75	-1.39	2.5	4.71	2.01	5.82
3.15	0.48	-4.75	1.11	-5.0	2.21	9.51	3.32
-6.85	-9.52	5.25	-8.89	5.0	-7.79	-0.49	-6.68
-1.85	5.48	0.25	6.11	10.0	7.21	-5.49	8.32
8.15	-4.52	-9.75	-3.89	-0.0	-2.79	4.51	-1.68
7.52	6.11	-1.63	-0.77	-9.38	-8.41	-4.87	-7.31
-2.48	-3.89	8.37	9.23	0.62	1.59	5.13	2.69
-7.48	1.11	3.37	-5.77	5.62	-3.41	0.13	-2.31
2.52	-8.89	-6.63	4.23	-4.38	6.59	-9.87	7.69
0.02	3.61	5.87	-3.27	8.12	9.09	-2.37	0.19
-9.98	-6.39	-4.13	6.73	-1.88	-0.91	7.63	-9.81
-4.98	8.61	-9.13	-8.27	-6.88	4.09	2.63	5.19
5.02	-1.39	0.87	1.73	3.12	-5.91	-7.37	-4.81
6.27	2.36	-5.38	5.48	1.87	-7.16	-3.62	6.44
-3.73	-7.64	4.62	-4.52	-8.13	2.84	6.38	-3.56
-8.73	7.36	9.62	0.48	-3.13	-2.16	1.38	1.44
1.27	-2.64	-0.38	-9.52	6.87	7.84	-8.62	-8.56
3.77	9.86	2.12	7.98	-0.63	5.34	-1.12	-1.06
-6.23	-0.14	-7.88	-2.02	9.37	-4.66	8.88	8.94
-1.23	4.86	-2.88	2.98	4.37	0.34	3.88	-6.06
8.77	-5.14	7.12	-7.02	-5.63	-9.66	-6.12	3.94
9.09	8.92	-6.31	0.8	9.68	8.15	1.07	-3.25
-0.91	-1.08	3.69	-9.2	-0.32	-1.85	-8.93	6.75
-5.91	3.92	8.69	5.8	-5.32	3.15	-3.93	-8.25
4.09	-6.08	-1.31	-4.2	4.68	-6.85	6.07	1.75
1.59	1.42	1.19	3.3	-7.82	-9.35	3.57	9.25
-8.41	-8.58	-8.81	-6.7	2.18	0.65	-6.43	-0.75
-3.41	6.42	-3.81	8.3	7.18	-4.35	-1.43	4.25
6.59	-3.58	6.19	-1.7	-2.82	5.65	8.57	-5.75
5.34	2.67	-0.06	-5.45	-1.57	6.9	2.32	3.0
-4.66	-7.33	9.94	4.55	8.43	-3.1	-7.68	-7.0
-9.66	7.67	4.94	-0.45	3.43	1.9	-2.68	8.0
0.34	-2.33	-5.06	9.55	-6.57	-8.1	7.32	-2.0
2.84	5.17	7.44	-7.95	0.93	-5.6	4.82	-9.5
-7.16	-4.83	-2.56	2.05	-9.07	4.4	-5.18	0.5
-2.16	0.17	-7.56	-2.95	-4.07	-0.6	-0.18	-4.5
7.84	-9.83	2.44	7.05	5.93	9.4	9.82	5.5
8.46	0.8	9.31	7.67	4.06	3.77	-9.56	1.13
-1.54	-9.2	-0.69	-2.33	-5.94	-6.23	0.44	-8.87
-6.54	5.8	-5.69	2.67	-0.94	8.77	5.44	6.13
3.46	-4.2	4.31	-7.33	9.06	-1.23	-4.56	-3.87
0.96	8.3	-3.19	5.17	-3.44	-3.73	-7.06	-6.37
-9.04	-1.7	6.81	-4.83	6.56	6.27	2.94	3.63
-4.04	3.3	1.81	0.17	1.56	-8.73	7.94	-1.37
5.96	-6.7	-8.19	-9.83	-8.44	1.27	-2.06	8.63
7.21	7.05	3.06	-3.58	-7.19	0.02	-8.31	-0.12
-2.79	-2.95	-6.94	6.42	2.81	-9.98	1.69	9.88
-7.79	2.05	-1.94	-8.58	7.81	5.02	6.69	-5.12
2.21	-7.95	8.06	1.42	-2.19	-4.98	-3.31	4.88
4.71	4.55	-9.44	-1.08	5.31	-2.48	-5.81	7.38
-5.29	-5.45	0.56	8.92	-4.69	7.52	4.19	-2.62
-0.29	9.55	5.56	-6.08	-9.69	-7.48	9.19	2.38
9.71	-0.45	-4.44	3.92	0.31	2.52	-0.81	-7.62
9.79	0.41	-9.36	-7.41	-8.83	9.48	6.93	-5.83
